,Unnamed: 0.1,Unnamed: 0,latitude,longitude,scientific_name,eventDate,kingdom,phylum,class_taxon,order,family,subfamily,genus,species,canonicalName,verbatim_source,verbatim_id,occurrence_id
264,264,264,18.81126983,-90.64890072,Distimake cissoides,2020-10-18 17:44:14 ,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvuloideae,Distimake,Distimake cissoides,Distimake cissoides,inat,993586.0,63046605
265,265,265,18.7972662111,-90.629490987,Ctenosaura similis,2020-10-18 20:12:00 ,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Ctenosaura,Ctenosaura similis,Ctenosaura similis,inat,35303.0,63047741
266,266,266,18.8455888481,-90.7240201092,Desmodium,2020-10-18 23:17:11 ,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Faboideae,Desmodium,Desmodium,Desmodium,inat,85324.0,63367981
267,267,267,18.6821547995,-90.6374997246,Distimake dissectus,2020-10-18 23:15:55 ,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvuloideae,Distimake,Distimake dissectus,Distimake dissectus,inat,907480.0,63368026
268,268,268,18.8000078639,-90.6588527933,Asteraceae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,Asteraceae,Asteraceae,inat,47604.0,65939760
269,269,269,18.7960693391,-90.6562919542,Allophylus cominia,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,,Allophylus,Allophylus cominia,Allophylus cominia,inat,278595.0,65939980
270,270,270,18.792862,-90.686861,Volatinia jacarina,2020-10-18 13:57:00 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Volatinia,Volatinia jacarina,Volatinia jacarina,inat,10288.0,67378848
271,271,271,18.7929131415,-90.686709639,Volatinia jacarina,2020-10-18 13:58:00 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Volatinia,Volatinia jacarina,Volatinia jacarina,inat,10288.0,67378849
272,272,272,18.7930289647,-90.686896076,Empidonax,2020-10-18 13:59:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Empidonax,Empidonax,Empidonax,inat,16597.0,67378850
273,273,273,18.7929674771,-90.6868418937,Icteria virens,2020-10-18 14:00:00 ,Animalia,Chordata,Aves,Passeriformes,Icteriidae,,Icteria,Icteria virens,Icteria virens,inat,10243.0,67378851
274,274,274,18.6598936769,-90.7445236015,Lophalia cyanicollis,2020-10-18 15:23:00 ,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Lophalia,Lophalia cyanicollis,Lophalia cyanicollis,inat,269841.0,67379394
275,275,275,18.7315984504,-90.6819970669,Desmodium distortum,2020-10-18 15:24:00 ,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Faboideae,Desmodium,Desmodium distortum,Desmodium distortum,inat,280581.0,67379395
276,276,276,18.6679845232,-90.720832287,Stylommatophora,2020-10-18 15:28:00 ,Animalia,Mollusca,Gastropoda,Stylommatophora,,,,Stylommatophora,Stylommatophora,inat,47485.0,67379402
277,277,277,18.6865494042,-90.6073232085,Aphelandra scabra,2020-10-18 15:29:00 ,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthoideae,Aphelandra,Aphelandra scabra,Aphelandra scabra,inat,291092.0,67379403
278,278,278,18.7112714994,-90.6715279131,Geothlypis poliocephala,2020-10-18 15:32:00 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Geothlypis,Geothlypis poliocephala,Geothlypis poliocephala,inat,9715.0,67379405
279,279,279,18.6449634815,-90.7185155372,Cynanthus canivetii,2020-10-18 15:36:00 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Cynanthus,Cynanthus canivetii,Cynanthus canivetii,inat,1289675.0,67379406
280,280,280,18.641886591,-90.7014983573,Icterus spurius,2020-10-18 15:40:00 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Icterus,Icterus spurius,Icterus spurius,inat,9325.0,67379407
281,281,281,18.6490729634,-90.6392428228,Tremella fuciformis,2020-10-18 15:46:00 ,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,,Tremella,Tremella fuciformis,Tremella fuciformis,inat,143384.0,67379408
282,282,282,18.6665734832,-90.6007137216,Trogia cantharelloides,2020-10-18 15:47:00 ,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,,Trogia,Trogia cantharelloides,Trogia cantharelloides,inat,352625.0,67379409
283,283,283,18.823474827,-90.6792266977,Annona squamosa,2020-10-18 17:05:00 ,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona,Annona squamosa,Annona squamosa,inat,69973.0,67379804
284,284,284,18.8099307798,-90.7454969858,Satyrini,2020-10-18 17:07:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Satyrini,Satyrini,inat,58598.0,67379805
285,285,285,18.8298738621,-90.6511399804,Anartia fatima,2020-10-18 17:07:00 ,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalinae,Anartia,Anartia fatima,Anartia fatima,inat,54951.0,67379807
286,286,286,18.8525259284,-90.6259446814,Glossophaga soricina,2020-10-18 17:31:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glossophaginae,Glossophaga,Glossophaga soricina,Glossophaga soricina,inat,41090.0,67379809
287,287,287,18.8218716227,-90.6847860806,Distimake cissoides,2020-10-18 17:45:00 ,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvuloideae,Distimake,Distimake cissoides,Distimake cissoides,inat,993586.0,67379810
288,288,288,18.7398551539,-90.6622862768,Pentalinon andrieuxii,2020-10-18 16:43:00 ,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Apocynoideae,Pentalinon,Pentalinon andrieuxii,Pentalinon andrieuxii,inat,284324.0,67381798
289,289,289,18.7140092378,-90.6251628032,Daldinia,2020-10-18 16:48:00 ,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,,Daldinia,Daldinia,Daldinia,inat,85433.0,67381799
290,290,290,18.6778810211,-90.6543049483,Fungi,2020-10-18 16:48:00 ,Fungi,,,,,,,Fungi,Fungi,inat,47170.0,67381800
291,291,291,18.6788664292,-90.7243947081,Polyporales,2020-10-18 16:49:00 ,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Polyporales,Polyporales,inat,47380.0,67381802
292,292,292,18.7481820824,-90.716074366,Fungi,2020-10-18 16:50:00 ,Fungi,,,,,,,Fungi,Fungi,inat,47170.0,67381803
293,293,293,18.7823164708,-90.686814733,Xylaria,2020-10-18 16:50:00 ,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,Xylaria,Xylaria,Xylaria,inat,55268.0,67381804
294,294,294,18.6995149359,-90.7345338926,Trametes,2020-10-18 16:50:00 ,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Trametes,Trametes,Trametes,inat,47378.0,67381805
295,295,295,18.7847217213,-90.6552777439,Eucometis penicillata,2021-01-27 08:26:00 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Eucometis,Eucometis penicillata,Eucometis penicillata,inat,10698.0,68703562
296,296,296,18.770628421,-90.6618216634,Laelia rubescens,2021-02-06 14:01:27 ,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendroideae,Laelia,Laelia rubescens,Laelia rubescens,inat,316698.0,69264258
297,297,297,18.7847217213,-90.6552777439,Empidonax,2021-02-06 12:57:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Empidonax,Empidonax,Empidonax,inat,16597.0,69264821
298,298,298,18.7847217213,-90.6552777439,Melanerpes pygmaeus,2021-02-04 14:12:53 ,Animalia,Chordata,Aves,Piciformes,Picidae,,Melanerpes,Melanerpes pygmaeus,Melanerpes pygmaeus,inat,18185.0,69264934
299,299,299,18.7847217213,-90.6552777439,Piranga rubra,2021-02-04 14:22:49 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Piranga,Piranga rubra,Piranga rubra,inat,9915.0,69265104
300,300,300,18.7847217213,-90.6552777439,Icterus cucullatus,2021-01-21 09:20:55 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Icterus,Icterus cucullatus,Icterus cucullatus,inat,9319.0,69265874
301,301,301,18.7847217213,-90.6552777439,Bombycilla cedrorum,2021-01-22 09:03:23 ,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,,Bombycilla,Bombycilla cedrorum,Bombycilla cedrorum,inat,7428.0,69265935
302,302,302,18.7847217213,-90.6552777439,Sturnella magna,2020-12-19 08:26:22 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Sturnella,Sturnella magna,Sturnella magna,inat,9528.0,69266299
303,303,303,18.7847217213,-90.6552777439,Dryobates scalaris,2021-01-21 08:42:51 ,Animalia,Chordata,Aves,Piciformes,Picidae,,Dryobates,Dryobates scalaris,Dryobates scalaris,inat,792986.0,69266515
304,304,304,18.7847217213,-90.6552777439,Aphelandra scabra,2021-02-08 13:50:51 ,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthoideae,Aphelandra,Aphelandra scabra,Aphelandra scabra,inat,291092.0,69278769
305,305,305,18.7847217213,-90.6552777439,Pampa curvipennis,2021-01-27 10:01:01 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Pampa,Pampa curvipennis,Pampa curvipennis,inat,1289672.0,69367004
306,306,306,18.7847217213,-90.6552777439,Piaya cayana,2021-01-14 13:17:58 ,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,,Piaya,Piaya cayana,Piaya cayana,inat,1758.0,69367016
307,307,307,18.7847217213,-90.6552777439,Alouatta pigra,2021-01-06 09:39:18 ,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouattinae,Alouatta,Alouatta pigra,Alouatta pigra,inat,43439.0,69367050
308,308,308,18.7847217213,-90.6552777439,Gallinago delicata,2020-12-15 07:51:49 ,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,,Gallinago,Gallinago delicata,Gallinago delicata,inat,144496.0,69367092
309,309,309,18.7847217213,-90.6552777439,Archilochus colubris,2021-02-09 14:01:27 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Archilochus,Archilochus colubris,Archilochus colubris,inat,6432.0,69379802
310,310,310,18.7847217213,-90.6552777439,Setophaga americana,2021-02-09 13:59:37 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Setophaga,Setophaga americana,Setophaga americana,inat,145233.0,69379827
311,311,311,18.7847217213,-90.6552777439,Campephilus guatemalensis,2021-02-10 08:01:13 ,Animalia,Chordata,Aves,Piciformes,Picidae,,Campephilus,Campephilus guatemalensis,Campephilus guatemalensis,inat,18291.0,69379859
312,312,312,18.7847217213,-90.6552777439,Mimus gilvus,2021-02-10 08:51:38 ,Animalia,Chordata,Aves,Passeriformes,Mimidae,,Mimus,Mimus gilvus,Mimus gilvus,inat,14884.0,69381256
313,313,313,18.7847217213,-90.6552777439,Amazilia yucatanensis,2020-12-12 08:37:21 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Amazilia,Amazilia yucatanensis,Amazilia yucatanensis,inat,5672.0,69420406
314,314,314,18.7847217213,-90.6552777439,Mniotilta varia,2021-02-08 14:24:11 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Mniotilta,Mniotilta varia,Mniotilta varia,inat,10286.0,69420445
315,315,315,18.7847217213,-90.6552777439,Habia fuscicauda,2021-02-02 14:27:26 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Habia,Habia fuscicauda,Habia fuscicauda,inat,9933.0,69420942
316,316,316,18.7847217213,-90.6552777439,Zenaida asiatica,2021-02-09 07:13:01 ,Animalia,Chordata,Aves,Columbiformes,Columbidae,,Zenaida,Zenaida asiatica,Zenaida asiatica,inat,3460.0,69421137
317,317,317,18.7847217213,-90.6552777439,Megaskepasma erythrochlamys,2021-02-09 14:54:42 ,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthoideae,Megaskepasma,Megaskepasma erythrochlamys,Megaskepasma erythrochlamys,inat,142283.0,69421184
318,318,318,18.7847217213,-90.6552777439,Caesalpinia pulcherrima,2021-02-09 14:55:06 ,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Caesalpinia,Caesalpinia pulcherrima,Caesalpinia pulcherrima,inat,60439.0,69424801
319,319,319,18.7847217213,-90.6552777439,Hibiscus sabdariffa,2021-02-09 14:54:30 ,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvoideae,Hibiscus,Hibiscus sabdariffa,Hibiscus sabdariffa,inat,163773.0,69424841
320,320,320,18.7847217213,-90.6552777439,Leonotis nepetifolia,2021-02-09 13:34:05 ,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamioideae,Leonotis,Leonotis nepetifolia,Leonotis nepetifolia,inat,141634.0,69424895
321,321,321,18.7847217213,-90.6552777439,Aphelandra scabra,2021-02-08 13:50:51 ,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthoideae,Aphelandra,Aphelandra scabra,Aphelandra scabra,inat,291092.0,69424912
322,322,322,18.7847217213,-90.6552777439,Anthracothorax prevostii,2021-01-22 09:14:14 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Anthracothorax,Anthracothorax prevostii,Anthracothorax prevostii,inat,5798.0,69425725
323,323,323,18.7847217213,-90.6552777439,Passerina caerulea,2021-01-29 07:24:42 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Passerina,Passerina caerulea,Passerina caerulea,inat,73155.0,69425753
324,324,324,18.8122548204,-90.6466567889,Bromelia pinguin,2021-02-11 15:51:48 ,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Bromelioideae,Bromelia,Bromelia pinguin,Bromelia pinguin,inat,154798.0,69445481
325,325,325,18.8122548204,-90.6466567889,Ctenosaura similis,2021-02-11 15:29:04 ,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Ctenosaura,Ctenosaura similis,Ctenosaura similis,inat,35303.0,69445549
326,326,326,18.8122548204,-90.6466567889,Ehretia tinifolia,2021-02-11 15:24:33 ,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Ehretioideae,Ehretia,Ehretia tinifolia,Ehretia tinifolia,inat,201456.0,69445622
327,327,327,18.7847217213,-90.6552777439,Streptopelia decaocto,2021-02-09 07:15:48 ,Animalia,Chordata,Aves,Columbiformes,Columbidae,,Streptopelia,Streptopelia decaocto,Streptopelia decaocto,inat,2969.0,69445702
328,328,328,18.7847217213,-90.6552777439,Molothrus aeneus,2021-01-20 09:52:30 ,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Molothrus,Molothrus aeneus,Molothrus aeneus,inat,10369.0,69445746
329,329,329,18.7847217213,-90.6552777439,Leptodon cayanensis,2021-01-28 08:47:48 ,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,,Leptodon,Leptodon cayanensis,Leptodon cayanensis,inat,5283.0,69445802
330,330,330,18.7847217213,-90.6552777439,Rupornis magnirostris,2021-01-21 08:54:44 ,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,,Rupornis,Rupornis magnirostris,Rupornis magnirostris,inat,201041.0,69445815
331,331,331,18.8122548204,-90.6466567889,Dendrocygna autumnalis,2021-01-22 07:19:53 ,Animalia,Chordata,Aves,Anseriformes,Anatidae,,Dendrocygna,Dendrocygna autumnalis,Dendrocygna autumnalis,inat,6893.0,69445874
332,332,332,18.7847217213,-90.6552777439,Pitangus sulphuratus,2021-01-14 13:17:37 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Pitangus,Pitangus sulphuratus,Pitangus sulphuratus,inat,16956.0,69445885
333,333,333,18.7847217213,-90.6552777439,Setophaga petechia,2020-12-18 08:16:05 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Setophaga,Setophaga petechia,Setophaga petechia,inat,145238.0,69445931
334,334,334,18.7847217213,-90.6552777439,Cardinalis cardinalis,2021-01-21 09:05:08 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Cardinalis,Cardinalis cardinalis,Cardinalis cardinalis,inat,9083.0,69445952
335,335,335,18.7847217213,-90.6552777439,Ctenosaura similis,2021-01-06 09:50:27 ,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Ctenosaura,Ctenosaura similis,Ctenosaura similis,inat,35303.0,69446019
336,336,336,18.7847217213,-90.6552777439,Spinus psaltria,2021-01-01 10:16:27 ,Animalia,Chordata,Aves,Passeriformes,Fringillidae,,Spinus,Spinus psaltria,Spinus psaltria,inat,145308.0,69446117
337,337,337,18.7847217213,-90.6552777439,Dendrocolaptes sanctithomae,2021-01-06 09:09:52 ,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Dendrocolaptinae,Dendrocolaptes,Dendrocolaptes sanctithomae,Dendrocolaptes sanctithomae,inat,11126.0,69446287
338,338,338,18.8102717,-90.6441676997,Alouatta pigra,2021-02-08 21:49:26 ,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouattinae,Alouatta,Alouatta pigra,Alouatta pigra,inat,43439.0,69483485
339,339,339,18.8122419,-90.6463592,Pomacea,2021-02-12 17:14:40 ,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomaceinae,Pomacea,Pomacea,Pomacea,inat,84111.0,69483676
340,340,340,18.7847217213,-90.6552777439,Cordia boissieri,2021-02-12 14:01:06 ,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Cordioideae,Cordia,Cordia boissieri,Cordia boissieri,inat,160873.0,69498966
341,341,341,18.7847217213,-90.6552777439,Spathodea campanulata,2021-02-12 07:38:28 ,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,,Spathodea,Spathodea campanulata,Spathodea campanulata,inat,126566.0,69499073
342,342,342,18.7847217213,-90.6552777439,Viguiera dentata,2021-02-12 06:24:53 ,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Viguiera,Viguiera dentata,Viguiera dentata,inat,170221.0,69499463
343,343,343,18.7847217213,-90.6552777439,Bauhinia,2021-02-12 06:24:38 ,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cercidoideae,Bauhinia,Bauhinia,Bauhinia,inat,68226.0,69532953
344,344,344,18.7847217213,-90.6552777439,Annona reticulata,2021-02-26 11:51:57 ,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,,Annona,Annona reticulata,Annona reticulata,inat,284506.0,70205870
345,345,345,18.7847217213,-90.6552777439,Setophaga virens,2021-02-23 15:54:27 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Setophaga,Setophaga virens,Setophaga virens,inat,145258.0,70216974
346,346,346,18.7847217213,-90.6552777439,Tolmomyias sulphurescens,2021-02-22 16:21:51 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Tolmomyias,Tolmomyias sulphurescens,Tolmomyias sulphurescens,inat,16567.0,70217084
347,347,347,18.7847217213,-90.6552777439,Passerina ciris,2021-02-22 16:08:48 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Passerina,Passerina ciris,Passerina ciris,inat,10224.0,70217344
348,348,348,18.7847217213,-90.6552777439,Psarocolius montezuma,,Animalia,Chordata,Aves,Passeriformes,Icteridae,,Psarocolius,Psarocolius montezuma,Psarocolius montezuma,inat,68047.0,70221450
349,349,349,18.7847217213,-90.6552777439,Setophaga ruticilla,2021-03-01 15:12:49 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Setophaga,Setophaga ruticilla,Setophaga ruticilla,inat,10247.0,70446140
350,350,350,18.7847217213,-90.6552777439,Chlorestes candida,2021-03-01 14:54:04 ,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,,Chlorestes,Chlorestes candida,Chlorestes candida,inat,1289632.0,70446318
351,351,351,18.7847217213,-90.6552777439,Setophaga magnolia,2021-03-01 14:22:25 ,Animalia,Chordata,Aves,Passeriformes,Parulidae,,Setophaga,Setophaga magnolia,Setophaga magnolia,inat,145235.0,70446339
352,352,352,18.7847217213,-90.6552777439,Thraupis episcopus,2021-02-28 07:22:01 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Thraupis,Thraupis episcopus,Thraupis episcopus,inat,10295.0,70446532
353,353,353,18.7847217213,-90.6552777439,Turdus grayi,2021-02-26 09:40:27 ,Animalia,Chordata,Aves,Passeriformes,Turdidae,,Turdus,Turdus grayi,Turdus grayi,inat,12720.0,70446578
354,354,354,18.7847217213,-90.6552777439,Thraupis abbas,2021-02-26 09:34:10 ,Animalia,Chordata,Aves,Passeriformes,Thraupidae,,Thraupis,Thraupis abbas,Thraupis abbas,inat,10294.0,70446604
355,355,355,18.7847217213,-90.6552777439,Passerina cyanea,2021-02-24 14:48:09 ,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,,Passerina,Passerina cyanea,Passerina cyanea,inat,10227.0,70446885
356,356,356,18.8129165267,-90.648205094,Empidonax minimus,2021-02-27 07:37:22 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Empidonax,Empidonax minimus,Empidonax minimus,inat,16602.0,70446980
357,357,357,18.7847217213,-90.6552777439,Cyclarhis gujanensis,2021-02-24 13:59:32 ,Animalia,Chordata,Aves,Passeriformes,Vireonidae,,Cyclarhis,Cyclarhis gujanensis,Cyclarhis gujanensis,inat,17421.0,70447226
358,358,358,18.8120956389,-90.6481246944,Pitangus sulphuratus,2017-11-29 20:29:00 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Pitangus,Pitangus sulphuratus,Pitangus sulphuratus,inat,16956.0,70719768
359,359,359,18.8133220556,-90.6458053333,Myriopteris,2017-11-29 21:08:00 ,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Cheilanthoideae,Myriopteris,Myriopteris,Myriopteris,inat,481693.0,70719769
360,360,360,18.81306075,-90.6469726389,Felis catus,2017-11-29 20:54:00 ,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felinae,Felis,Felis catus,Felis catus,inat,118552.0,70719770
361,361,361,18.8118743889,-90.6452026111,Trametes sanguinea,2017-11-29 21:10:00 ,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Trametes,Trametes sanguinea,Trametes sanguinea,inat,974664.0,70719771
362,362,362,18.811182,-90.6464080556,Fungi,2017-11-29 21:28:00 ,Fungi,,,,,,,Fungi,Fungi,inat,47170.0,70719772
363,363,363,18.8117332222,-90.6470641944,Thrinax radiata,2017-11-29 21:32:00 ,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Coryphoideae,Thrinax,Thrinax radiata,Thrinax radiata,inat,169735.0,70719773
364,364,364,18.8128642778,-90.6466674722,Diplopoda,2017-11-29 21:55:00 ,Animalia,Arthropoda,Diplopoda,,,,,Diplopoda,Diplopoda,inat,47735.0,70719897
365,365,365,18.7847217213,-90.6552777439,Trogon melanocephalus,2021-03-06 09:03:52 ,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,,Trogon,Trogon melanocephalus,Trogon melanocephalus,inat,20737.0,70885904
366,366,366,18.7847217213,-90.6552777439,Myiarchus yucatanensis,2021-03-06 07:54:57 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiarchus,Myiarchus yucatanensis,Myiarchus yucatanensis,inat,16045.0,70886131
367,367,367,18.7847217213,-90.6552777439,Myiarchus tyrannulus,2021-03-05 12:59:37 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Myiarchus,Myiarchus tyrannulus,Myiarchus tyrannulus,inat,16016.0,70886210
368,368,368,18.7847217213,-90.6552777439,Ateles geoffroyi,2021-03-06 07:18:44 ,Animalia,Chordata,Mammalia,Primates,Atelidae,Atelinae,Ateles,Ateles geoffroyi,Ateles geoffroyi,inat,43411.0,70886286
369,369,369,18.7847217213,-90.6552777439,Tyrannus couchii,2021-03-05 13:26:18 ,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,,Tyrannus,Tyrannus couchii,Tyrannus couchii,inat,16770.0,70886369
370,370,370,18.8129104968,-90.6465800107,Melanerpes pygmaeus,2021-03-05 12:28:46 ,Animalia,Chordata,Aves,Piciformes,Picidae,,Melanerpes,Melanerpes pygmaeus,Melanerpes pygmaeus,inat,18185.0,70886523
371,371,371,18.7847217213,-90.6552777439,Rhyncholaelia digbyana,2021-03-06 08:03:14 ,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendroideae,Rhyncholaelia,Rhyncholaelia digbyana,Rhyncholaelia digbyana,inat,277074.0,70887285
372,372,372,18.7847217213,-90.6552777439,Formicarius moniliger,,Animalia,Chordata,Aves,Passeriformes,Formicariidae,,Formicarius,Formicarius moniliger,Formicarius moniliger,inat,1286941.0,70922578
373,373,373,18.7847217213,-90.6552777439,Phytolacca,2021-03-10 13:26:07 ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,,Phytolacca,Phytolacca,Phytolacca,inat,48601.0,70971687
374,374,374,18.7847217213,-90.6552777439,Pachyramphus major,2021-03-10 14:09:12 ,Animalia,Chordata,Aves,Passeriformes,Tityridae,,Pachyramphus,Pachyramphus major,Pachyramphus major,inat,8695.0,70976037
375,375,375,18.7847217213,-90.6552777439,Thamnophilus doliatus,2021-03-10 12:32:06 ,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,,Thamnophilus,Thamnophilus doliatus,Thamnophilus doliatus,inat,15764.0,70976097
376,376,376,18.7847217213,-90.6552777439,Philophyllia guttulata,2020-12-07 16:48:20 ,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Phaneropterinae,Philophyllia,Philophyllia guttulata,Philophyllia guttulata,inat,256648.0,70997279
377,377,377,18.7847217213,-90.6552777439,Zephyranthes rosea,2020-12-08 12:06:14 ,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Amaryllidoideae,Zephyranthes,Zephyranthes rosea,Zephyranthes rosea,inat,170422.0,70997372
378,378,378,18.7847217213,-90.6552777439,Centurio senex,2020-12-16 01:00:09 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Stenodermatinae,Centurio,Centurio senex,Centurio senex,inat,41017.0,70997460
379,379,379,18.7847217213,-90.6552777439,Smilisca baudinii,2020-12-12 18:47:07 ,Animalia,Chordata,Amphibia,Anura,Hylidae,Hylinae,Smilisca,Smilisca baudinii,Smilisca baudinii,inat,24277.0,71005628
380,380,380,18.7847217213,-90.6552777439,Leptodactylus fragilis,2020-12-15 21:24:22 ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylinae,Leptodactylus,Leptodactylus fragilis,Leptodactylus fragilis,inat,22976.0,71006614
381,381,381,18.7847217213,-90.6552777439,Micronycteris microtis,2020-12-16 01:08:15 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Micronycterinae,Micronycteris,Micronycteris microtis,Micronycteris microtis,inat,74602.0,71007619
382,382,382,18.7847217213,-90.6552777439,Spizaetus ornatus,2020-12-16 13:53:00 ,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,,Spizaetus,Spizaetus ornatus,Spizaetus ornatus,inat,5294.0,71007852
383,383,383,18.7847217213,-90.6552777439,Sturnira parvidens,2020-12-16 23:56:00 ,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Stenodermatinae,Sturnira,Sturnira parvidens,Sturnira parvidens,inat,1067750.0,71007884
